run_id,git_commit,machine,gpu,seed,grid_offset,case_name,router_recipe,balance_recipe,balance_coeff,route_row_role,route_rows,route_result_rows,route_rows_output_count,route_rows_output_fraction,route_rows_contribute,depth,leaf_rows,shared_unrouted_frac,eligible_index,layer,sample_split,sample_batches,test_accessed,scheduler_status,trial_status,captured_tokens,observed_tokens,fit_tokens,metric_tokens,metric_split,metric_holdout_fraction,initial_normalized_mse,final_normalized_mse,nmse_delta,final_cosine_similarity,tokens_per_second,train_seconds,dead_leaves,route_entropy_mean,leaf_tokens_p10,leaf_tokens_p50,leaf_tokens_p90,route_churn_available,route_churn_fraction,route_churn_changed_tokens,route_churn_tokens,route_churn_initial_unique_leaves,route_churn_final_unique_leaves,route_churn_reason,active_rows_per_token,stored_rows,effective_stored_rows,estimated_active_flops_per_token,estimated_routing_flops_per_token,estimated_dense_flops_per_token,route_output_rows_per_token,route_output_rows_per_node,locoprop_status,locoprop_mse_before,locoprop_mse_after,locoprop_nonincreasing
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,0,blocks.0.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0250818729400635,0.0286694522947073,0.9964124206453562,0.9871798157691956,47512.15851451613,0.26940472502610646,21,0.0,0.0,0.0,22.399995803833008,true,0.9255416539517851,3033,3277,23,14,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.023519549518823624,0.0060032326728105545,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,1,blocks.0.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0046740770339966,0.1568186730146408,0.8478554040193558,0.93007493019104,56612.68515864463,0.2260977370024193,24,0.0,0.0,0.0,24.69999122619629,true,0.9469026548672567,3103,3277,30,13,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.013287847861647606,0.0055412002839148045,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,2,blocks.0.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.004015326499939,0.020696833729743958,0.983318492770195,0.9902218580245972,56615.19418393539,0.2260877169901505,14,0.0,0.0,1.0,28.399988174438477,true,0.9340860543179738,3061,3277,21,25,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.023768197745084763,0.006013872101902962,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,3,blocks.0.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.004375696182251,0.18537746369838715,0.8189982324838638,0.9160206317901611,56679.840284935795,0.22582985300687142,18,0.0,0.0,0.0,33.09999465942383,true,0.8565761367104059,2807,3277,30,18,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.026321694254875183,0.01204393059015274,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,4,blocks.1.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.015448808670044,0.03833925724029541,0.9771095514297485,0.9817508459091187,56766.1080886923,0.22548665798967704,18,0.0,0.0,0.0,33.799991607666016,true,0.8159902349710101,2674,3277,29,24,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.03659185394644737,0.010200411081314087,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42002,0,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,5,blocks.1.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0073167085647583,0.3695226311683655,0.6377940773963928,0.8346590399742126,56673.317940023866,0.22585584301850758,22,0.0,0.0,0.0,9.0,true,0.8556606652426,2804,3277,32,15,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.01235679630190134,0.0068190135061740875,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42004,1,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,6,blocks.1.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0158356428146362,0.043020427227020264,0.972815215587616,0.9799451231956482,40952.18750266744,0.31255961599526927,22,0.0,0.0,0.0,28.29999542236328,true,0.7873054623130913,2580,3277,29,11,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.033159662038087845,0.009336128830909729,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42004,1,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,7,blocks.1.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.010332703590393,0.34890982508659363,0.6614228785037994,0.8196138143539429,52310.21911776214,0.24469406199932564,24,0.0,0.0,0.0,39.899986267089844,true,0.8254501068050045,2705,3277,31,11,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.008465258404612541,0.004833584651350975,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42004,1,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,8,blocks.2.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0139451026916504,0.05667828395962715,0.9572668187320232,0.9724112749099731,52404.58671263303,0.24425342900212854,15,0.0,0.0,1.0,26.799999237060547,true,0.8742752517546536,2865,3277,32,25,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.034369952976703644,0.010952669195830822,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42004,1,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,9,blocks.2.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0043116807937622,0.4725233316421509,0.5317883491516113,0.7436229586601257,49842.00687340706,0.2568114890018478,25,0.0,0.0,0.0,21.0,true,0.8504729935916997,2787,3277,32,13,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.015997780486941338,0.010565608739852905,true
route_output_routing_only_full_student_552dc50_wave0_offsets0_3,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42004,1,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,10,blocks.2.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0139211416244507,0.05487058311700821,0.9590505585074425,0.9734324216842651,51076.41285497959,0.2506049130024621,21,0.0,0.0,0.0,36.799991607666016,true,0.8535245651510528,2797,3277,32,16,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.04257477447390556,0.013024567626416683,true
