run_id,git_commit,machine,gpu,seed,grid_offset,case_name,router_recipe,balance_recipe,balance_coeff,route_row_role,route_rows,route_result_rows,route_rows_output_count,route_rows_output_fraction,route_rows_contribute,depth,leaf_rows,shared_unrouted_frac,eligible_index,layer,sample_split,sample_batches,test_accessed,scheduler_status,trial_status,captured_tokens,observed_tokens,fit_tokens,metric_tokens,metric_split,metric_holdout_fraction,initial_normalized_mse,final_normalized_mse,nmse_delta,final_cosine_similarity,tokens_per_second,train_seconds,dead_leaves,route_entropy_mean,leaf_tokens_p10,leaf_tokens_p50,leaf_tokens_p90,route_churn_available,route_churn_fraction,route_churn_changed_tokens,route_churn_tokens,route_churn_initial_unique_leaves,route_churn_final_unique_leaves,route_churn_reason,active_rows_per_token,stored_rows,effective_stored_rows,estimated_active_flops_per_token,estimated_routing_flops_per_token,estimated_dense_flops_per_token,route_output_rows_per_token,route_output_rows_per_node,locoprop_status,locoprop_mse_before,locoprop_mse_after,locoprop_nonincreasing
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42011,4,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,24,blocks.6.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.013739824295044,0.14129319787025452,0.8724466264247894,0.9322800040245056,44815.193693032306,0.2856174200132955,10,0.0,0.0,4.0,25.29999542236328,true,0.8214830637778456,2692,3277,32,30,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.05335890129208565,0.02217417024075985,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42011,4,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,25,blocks.6.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.007779836654663,0.6460204720497131,0.36175936460494995,0.5944586396217346,63789.963888628066,0.20065852400148287,11,0.0,0.0,2.0,19.899999618530273,true,0.7622825755263961,2498,3277,32,32,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.020411483943462372,0.016150422394275665,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42011,4,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,26,blocks.6.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0166494846343994,0.13789600133895874,0.8787534832954407,0.9342072010040283,63408.251683802264,0.20186647100490518,11,0.0,0.0,2.0,23.799999237060547,true,0.7851693622215441,2573,3277,32,28,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.05295892059803009,0.021615704521536827,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42011,4,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,27,blocks.6.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0065830945968628,0.6423579454421997,0.3642251491546631,0.5795483589172363,59213.324801536524,0.21616756098228507,11,0.0,0.0,1.5,5.0,true,0.8007323771742447,2624,3277,32,32,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.023968350142240524,0.018874894827604294,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42011,4,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,28,blocks.7.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.02064049243927,0.15288415551185608,0.8677563369274139,0.9287033081054688,64882.71506740252,0.19727904399042018,16,0.0,0.0,0.5,25.899999618530273,true,0.8126335062557217,2663,3277,32,28,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.053125977516174316,0.02179918996989727,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42012,5,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,29,blocks.7.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0055124759674072,0.6132858395576477,0.3922266364097595,0.5911460518836975,43871.278378702154,0.2917626400012523,8,0.0,0.0,2.5,24.499996185302734,true,0.8144644491913335,2669,3277,32,32,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.028579168021678925,0.022210054099559784,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42012,5,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,30,blocks.7.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.016916036605835,0.16636666655540466,0.8505493700504303,0.9255480766296387,51749.93454819158,0.247343308001291,14,0.0,0.0,1.0,28.99999237060547,true,0.7815074763503204,2561,3277,32,32,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.06050536036491394,0.025241730734705925,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42012,5,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,31,blocks.7.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0096687078475952,0.6676104664802551,0.3420582413673401,0.5581900477409363,52522.384436340886,0.24370561499381438,10,0.0,0.0,1.5,22.899991989135742,true,0.7793713762587733,2554,3277,32,32,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.029618125408887863,0.023584233596920967,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42012,5,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,32,blocks.8.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0184823274612427,0.16523779928684235,0.8532445281744003,0.9239957332611084,51926.70046513251,0.24650131599628367,14,0.0,0.0,1.5,25.899999618530273,true,0.8004272200183095,2623,3277,32,28,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.060046371072530746,0.024697989225387573,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42012,5,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,33,blocks.8.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0064982175827026,0.6728836297988892,0.3336145877838135,0.5412043929100037,52684.22547507876,0.24295697401976213,1,0.0,1.0,3.0,15.899999618530273,true,0.705523344522429,2312,3277,32,32,,42.0,228,228,48384.0,47616,147456,0,0,succeeded,0.0357784740626812,0.02777750976383686,true
route_output_routing_only_full_student_552dc50_wave1_offsets4_8,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ripper_idle,1,42014,6,fff_route_output_routing_only_full_student_shards,,,,routing_only,2,0,0,,false,5,4,,34,blocks.8.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.015605092048645,0.17548266053199768,0.8401224315166473,0.9188119769096375,37523.629479448486,0.3411183880016324,17,0.0,0.0,0.0,25.899999618530273,true,0.8068355202929509,2644,3277,32,32,,216.0,402,402,540000.0,23808,406272,0,0,succeeded,0.061721071600914,0.026283059269189835,true
