run_id,git_commit,machine,gpu,seed,grid_offset,case_name,router_recipe,balance_recipe,balance_coeff,route_row_role,route_rows,route_result_rows,route_rows_output_count,route_rows_output_fraction,route_rows_contribute,depth,leaf_rows,shared_unrouted_frac,eligible_index,layer,sample_split,sample_batches,test_accessed,scheduler_status,trial_status,captured_tokens,observed_tokens,fit_tokens,metric_tokens,metric_split,metric_holdout_fraction,initial_normalized_mse,final_normalized_mse,nmse_delta,final_cosine_similarity,tokens_per_second,train_seconds,dead_leaves,route_entropy_mean,leaf_tokens_p10,leaf_tokens_p50,leaf_tokens_p90,route_churn_available,route_churn_fraction,route_churn_changed_tokens,route_churn_tokens,route_churn_initial_unique_leaves,route_churn_final_unique_leaves,route_churn_reason,active_rows_per_token,stored_rows,effective_stored_rows,estimated_active_flops_per_token,estimated_routing_flops_per_token,estimated_dense_flops_per_token,route_output_rows_per_token,route_output_rows_per_node,locoprop_status,locoprop_mse_before,locoprop_mse_after,locoprop_nonincreasing
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42221,10,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,54,blocks.13.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0145553350448608,0.18191508948802948,0.8326402455568314,0.9204654097557068,36393.2175350679,0.3517138870083727,13,0.0,0.0,1.0,34.599998474121094,true,0.8355202929508697,2738,3277,32,29,,226.0,464,464,565000.0,23808,406272,10,2,succeeded,0.0927015021443367,0.03652482479810715,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42221,10,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,55,blocks.13.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.010617971420288,0.2808101177215576,0.7298078536987305,0.6318119168281555,46145.126609176434,0.27738573800888844,4,0.0,0.1000000461935997,3.5,21.59999656677246,true,0.831858407079646,2726,3277,32,32,,52.0,290,290,59904.0,47616,147456,10,2,succeeded,0.4609915614128113,0.30718356370925903,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42221,10,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,56,blocks.14.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0169248580932617,0.23297038674354553,0.7839544713497162,0.9316105246543884,45823.7919794986,0.27933087697601877,15,0.0,0.0,1.0,33.0,true,0.8065303631370155,2643,3277,32,30,,226.0,464,464,565000.0,23808,406272,10,2,succeeded,0.09756400436162949,0.03716978803277016,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42221,10,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,57,blocks.14.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.003597617149353,0.0814267173409462,0.9221708998084068,0.8090989589691162,46357.65042968388,0.2761140800139401,7,0.0,0.0,1.0,28.799999237060547,true,0.8166005492828807,2676,3277,32,32,,52.0,290,290,59904.0,47616,147456,10,2,succeeded,3.251969575881958,1.3839147090911865,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,0,42221,10,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,58,blocks.14.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0174779891967773,0.191598042845726,0.8258799463510513,0.9323828220367432,47892.35618330224,0.26726603199495,13,0.0,0.0,1.0,21.899999618530273,true,0.7848642050656088,2572,3277,32,31,,226.0,464,464,565000.0,23808,406272,10,2,succeeded,0.0973786786198616,0.036989714950323105,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42222,11,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,59,blocks.14.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0006874799728394,0.09276282042264938,0.90792465955019,0.7846688628196716,39950.25531389052,0.32039845301187597,11,0.0,0.0,1.5,20.899999618530273,true,0.8327738785474519,2729,3277,32,32,,52.0,290,290,59904.0,47616,147456,10,2,succeeded,2.2649662494659424,1.0589855909347534,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42222,11,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,60,blocks.15.forward_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0135570764541626,0.08382613211870193,0.9297309443354607,0.9676234126091003,57926.58102592952,0.22096936800517142,21,0.0,0.0,0.0,22.799999237060547,true,0.6466280134269149,2119,3277,32,20,,226.0,464,464,565000.0,23808,406272,10,2,succeeded,0.06460155546665192,0.022481689229607582,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42222,11,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,61,blocks.15.forward_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.010686993598938,0.07148505002260208,0.9392019435763359,0.9192050099372864,58800.770860541335,0.21768422101740725,12,0.0,0.0,1.0,30.499996185302734,true,0.7494659749771132,2456,3277,32,32,,52.0,290,290,59904.0,47616,147456,10,2,succeeded,184.04393005371094,48.52613830566406,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42222,11,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,62,blocks.15.reverse_block.mixer.mixer.in_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0127460956573486,0.07483407109975815,0.9379120245575905,0.9657154679298401,57993.28333753427,0.2207152149931062,18,0.0,0.0,0.0,25.59999656677246,true,0.7268843454379005,2382,3277,32,21,,226.0,464,464,565000.0,23808,406272,10,2,succeeded,0.06921317428350449,0.024808265268802643,true
route_output_split_all_full_student_552dc50_wave2_offsets10_11,552dc50163e3d2dbaf3700ebad7b12cd813ee3e3,ai,1,42222,11,fff_route_output_split_all_full_student_shards,,,,split_routing_output,2,2,all,,true,5,4,,63,blocks.15.reverse_block.mixer.mixer.out_proj,train_eval,2,false,succeeded,succeeded,32768,262144,29491,3277,holdout,0.1,1.0070600509643555,0.06685864180326462,0.9402014091610909,0.9173527956008911,57669.01663869104,0.22195627298788168,11,0.0,0.0,1.0,24.0,true,0.8532194079951175,2796,3277,32,32,,52.0,290,290,59904.0,47616,147456,10,2,succeeded,105.4167709350586,28.82594108581543,true
